,IR,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
1382,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,3.0100240907521952e-06,,2.2114534096341996e-06,,2.260894741509994e-06,,3.820888117399614e-06,,5.367201392416691e-06,,5.965861505369726e-06,
1383,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,5.296947884868223e-06,,3.945716007929178e-06,,5.965203108033094e-06,,3.017694907357207e-06,,3.5940527471185675e-06,,4.085736173241349e-06,
1384,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.824916559330692e-06,,2.2603851915059855e-06,,2.028672412142248e-06,,1.7869894194255602e-06,,4.584822277242906e-06,,5.769739344055073e-06,
1385,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.195359107564061e-06,,3.960704500584994e-06,,7.126942049472873e-06,,4.356798724839325e-06,,5.353544940182724e-06,,2.8452156666227473e-06,
1386,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.0095372467002442e-05,,1.8032092248482198e-06,,5.373657388811209e-06,,2.438138738607055e-06,,2.824112266627163e-06,,3.532624742947306e-06,
1387,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.9555588553723337e-06,,3.0924017676000877e-06,,5.004769981648983e-06,,2.822987889713826e-06,,2.7570000307356184e-06,,4.08582243034073e-06,
1388,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.2477176543374126e-06,,2.160914231144506e-06,,1.8277347240933863e-06,,1.976644182095504e-06,,5.0330929322763355e-06,,5.0272495801870534e-06,
1389,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.026228889078313e-06,,4.306744741866071e-06,,4.6905045044824815e-06,,4.716353286711256e-06,,5.509260110833406e-06,,3.4884276973873765e-06,
1390,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,9.110488566436132e-06,,1.9574057285224204e-06,,4.531536811252014e-06,,2.706729926868045e-06,,4.385230688452396e-06,,3.6425293758626728e-06,
1391,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,5.156565721811794e-06,,7.458457897996697e-06,,4.373410885434061e-06,,2.984919925471907e-06,,2.1832156894275794e-06,,4.224834722716378e-06,
1392,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.5740946850832993e-06,,1.5185918578939126e-06,,1.895988350353545e-06,,2.9453283262320837e-06,,3.1550528460857086e-06,,3.414398871210348e-06,
1393,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,6.421601004420615e-06,,6.89725478075622e-06,,3.588592095510108e-06,,2.3708070894365417e-06,,2.207942396102178e-06,,2.6462693775930545e-06,
1394,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.996591186079047e-06,,1.7139044400050126e-06,,2.0027742426946086e-06,,3.5764181997299224e-06,,4.377780595274818e-06,,4.333667651615764e-06,
1395,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,5.080907553724604e-06,,3.201574566109329e-06,,2.663202958804145e-06,,3.4248132541280047e-06,,2.549022072294979e-06,,3.1923332277317923e-06,
1396,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.023691083965743e-06,,2.6267952249862267e-06,,2.4876606150700995e-06,,2.3636720181627996e-06,,5.338529906374814e-06,,6.2980687186508314e-06,
1397,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.650134684968179e-06,,4.607897928108066e-06,,2.8111406545766693e-06,,2.6613190395192977e-06,,2.4706918507487265e-06,,2.909220505289148e-06,
1398,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.16220442119599e-06,,1.45485204076771e-06,,2.7913418508710995e-06,,2.367457394553038e-06,,3.3441770820579135e-06,,4.807176964896591e-06,
1399,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,6.352357262259364e-06,,2.843740344189294e-06,,2.4921480031561395e-06,,3.0792596160559227e-06,,3.6831443450934868e-06,,3.6384889958250914e-06,
1400,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,2.049225456744281e-06,,1.8781924301380252e-06,,2.7046142125643736e-06,,2.594865371394846e-06,,2.9467240603545567e-06,,6.35747856904949e-06,
1401,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.904007528487375e-06,,5.148822411574156e-06,,2.600520771039317e-06,,1.9317744697997053e-06,,2.2017462721475957e-06,,2.929723477984372e-06,
1402,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,3.522235945633927e-06,,2.3351083575776875e-06,,2.648406082245768e-06,,3.692480964031861e-06,,2.9729051577347248e-06,,4.109748816738472e-06,
1403,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,2.0838765580983854e-06,,2.6822017096838754e-06,,1.7942561750006893e-06,,3.3800623464594557e-06,,3.0369184574746472e-06,,3.839172289224789e-06,
1404,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.9354411992419446e-06,,2.5615027614997373e-06,,2.515893156002347e-06,,2.2373930515770906e-06,,4.240369535951091e-06,,6.613422907436499e-06,
1405,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,4.5845037215744715e-06,,3.997436300736432e-06,,8.340677369456051e-06,,3.6724545248877424e-06,,3.754247136919611e-06,,4.389087653495247e-06,
1406,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.9762000176919596e-06,,1.6317521822770325e-06,,1.8697128890185648e-06,,2.827851200353935e-06,,2.603374576431616e-06,,2.4255658737467005e-06,
1407,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,4.615991752673166e-06,,5.786801403557808e-06,,2.4805666036921e-06,,2.3333867496605045e-06,,2.190233434869977e-06,,3.4063615532073696e-06,
1408,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.8632259975740494e-06,,2.301159665070707e-06,,2.3621356519039714e-06,,2.075508890733804e-06,,4.810002443614346e-06,,6.302276322131664e-06,
1409,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,5.5558081975604286e-06,,7.300127288274782e-06,,3.0076480899190156e-06,,2.4089631750789376e-06,,2.432107531079262e-06,,4.6315800509676954e-06,
1410,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.7885951535846293e-06,,1.581909221643176e-06,,1.9976132291950545e-06,,3.0568444333934543e-06,,3.381888644752946e-06,,3.4489740818494184e-06,
1411,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.9265172101138785e-06,,6.6280157534966635e-06,,2.8199021873446174e-06,,2.2529629275200826e-06,,2.1326070723711376e-06,,2.9634128561690025e-06,
1412,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,1.731624181366685e-06,,2.3043471556715317e-06,,2.471935850658371e-06,,2.474215998928579e-06,,4.14123888933377e-06,,3.7561688361854767e-06,
1413,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,6.5247566316647325e-06,,3.5517971415464766e-06,,5.630119486609682e-06,,2.1352014888478336e-06,,1.8219291698668043e-06,,4.0302009265341925e-06,
1414,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.0008026281811704e-06,,1.9720631645657256e-06,,2.4136911418055057e-06,,2.2335114765536474e-06,,1.8067474177487963e-06,,2.589691922121518e-06,
1415,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.656943315455077e-06,,3.4385514840726777e-06,,2.6092079649306563e-06,,3.2776581037325413e-06,,2.79456749361424e-06,,3.073406439152535e-06,
1416,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,4.909412752024171e-06,,2.6826450164714198e-06,,2.3938137421663627e-06,,3.005214758440331e-06,,3.746296749815702e-06,,6.415031458806255e-06,
1417,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,2.991129608068081e-06,,5.039445237527264e-06,,3.2336744078558727e-06,,3.5749144902435488e-06,,3.4556252381734692e-06,,3.4465959567146806e-06,
1418,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.576840840995324e-06,,1.6741678427047842e-06,,2.229387337896599e-06,,5.186705412845476e-06,,4.204613651434165e-06,,3.1438318722438026e-06,
1419,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.661224751527799e-06,,4.2406055281789106e-06,,4.070943934037922e-06,,4.005449519928778e-06,,3.664716563680181e-06,,3.941560568782538e-06,
1420,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,3.1124276377832842e-06,,2.0662351206943452e-06,,2.9193400796630857e-06,,3.3924395288070455e-06,,3.030339897998952e-06,,4.659914471201828e-06,
1421,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,2.4204111182991445e-06,,2.791709939175563e-06,,2.7536782427136787e-06,,2.833698536403605e-06,,4.01075867002293e-06,,3.2901494031779674e-06,
1422,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.6856514163784028e-06,,1.7521234015455455e-06,,1.9376689937832096e-06,,4.19686614951603e-06,,4.715560919449033e-06,,6.264756686018607e-06,
1423,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.5167523015388125e-06,,4.84741142305699e-06,,3.1605979513841635e-06,,2.7277973154027257e-06,,3.788042611796452e-06,,4.519564987909785e-06,
1424,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,3.36083149733997e-06,,2.6680608100366747e-06,,2.3583053097617457e-06,,3.0669020310264533e-06,,2.9472118539278878e-06,,3.6216420006271174e-06,
1425,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,2.473763588322301e-06,,2.1802916885604034e-06,,4.017829744900685e-06,,2.7727617414359276e-06,,2.7824573744834434e-06,,3.625615506759876e-06,
1426,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,1.6115688894185226e-06,,1.5178242073965827e-06,,2.30051534511846e-06,,4.20665830135645e-06,,4.736261413255219e-06,,5.195962975782045e-06,
1427,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.7043638237493597e-06,,3.858585319879693e-06,,4.311457985188014e-06,,2.436778620067292e-06,,3.1324749976688955e-06,,3.446471072160065e-06,
1428,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,4.01761208661221e-06,,3.386942184359624e-06,,2.1354582183273177e-06,,2.5504400315459227e-06,,2.9600006485003892e-06,,6.014546161569995e-06,
1429,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.5610652866123317e-06,,3.5185734890105044e-06,,4.149692304410782e-06,,5.6712341281213164e-06,,4.968493380223001e-06,,5.1446293452249295e-06,
1430,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,2.7205431157844633e-06,,2.0322293270433473e-06,,3.953333713708955e-06,,4.29327970024709e-06,,3.120057370848327e-06,,4.303317123159987e-06,
1431,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,6.510535476588613e-06,,3.0453076840676985e-06,,2.0860987501756295e-06,,2.9664868916019565e-06,,3.4629169848303495e-06,,4.171317525751459e-06,
1432,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,3.334287205082805e-06,,3.0564871034798414e-06,,1.8367297621331732e-06,,2.428758721170901e-06,,3.293408878649474e-06,,4.6773955332473185e-06,
1433,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.5714037024834994e-06,,3.597229955546956e-06,,4.379998308703171e-06,,4.41261226744207e-06,,5.165301037007023e-06,,5.151382216705043e-06,
1434,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,6.31591629784828e-06,,1.917229200539529e-06,,4.799475901391845e-06,,4.091779830242417e-06,,3.4869104743860278e-06,,6.068507150981856e-06,
1435,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,6.99949699905655e-06,,4.533044463111048e-06,,5.266756115628607e-06,,3.2129587027346714e-06,,2.213741837974732e-06,,3.235850487683481e-06,
1436,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_mic,3.275764263772895e-06,,2.826339815857876e-06,,2.12397291222882e-06,,2.0480146981850567e-06,,4.80366274015221e-06,,6.386299208325341e-06,
1437,good_takamine_EG523SC_mic_to_Vi_Yamaha_F335_piezo,3.15996030230773e-06,,3.4615909218516874e-06,,3.735425537349443e-06,,4.4570866305621004e-06,,4.081896051496095e-06,,5.291483340498204e-06,
1438,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_mic,5.993505096939817e-06,,3.313777184329888e-06,,5.781838044821304e-06,,2.2807898728307783e-06,,4.24592987122407e-06,,5.730388905265037e-06,
1439,good_takamine_EG523SC_piezo_to_Vi_Yamaha_F335_piezo,3.841334813274445e-06,,3.30057170736465e-06,,4.876432578106916e-06,,3.118149325220379e-06,,2.471436641338188e-06,,3.7533974209727944e-06,
1440,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,7.524014242890642e-06,,4.4510038333437404e-06,,3.2755249260899047e-06,,5.222981281676496e-06,,5.0553528858155335e-06,,2.7951446168625034e-06,
1441,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,4.334841112279708e-06,,6.1892107045947965e-06,,4.225525193007505e-06,,3.4428127693896613e-06,,2.54911152138029e-06,,3.12963344191335e-06,
1442,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,2.417232140209305e-06,,2.011529120073529e-06,,3.005393302531091e-06,,1.93168586365681e-06,,1.9925091718723257e-06,,2.4547525427257215e-06,
1443,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,4.5646095736027175e-06,,6.420382372497387e-06,,6.271506666547019e-06,,3.1374922967100546e-06,,3.4005845438496884e-06,,4.021673993874361e-06,
1444,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,6.713432787683064e-06,,8.368368534413465e-06,,3.1518338608019365e-06,,3.653297272341203e-06,,2.652014745080017e-06,,2.383780321554158e-06,
1445,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,4.4351329269668884e-06,,4.821546816225831e-06,,3.574734639676667e-06,,3.205397779062141e-06,,3.667558332724354e-06,,2.7998379352471468e-06,
1446,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,2.105382938791457e-06,,2.0368025103312332e-06,,3.0077937897502984e-06,,1.8133754016751184e-06,,2.14085325629562e-06,,2.566738936446133e-06,
1447,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,3.4790319959236943e-06,,3.917581112898668e-06,,6.280160101975185e-06,,2.983763153251032e-06,,2.771846745000471e-06,,3.4823675647159016e-06,
1448,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,7.872935328132071e-06,,5.07947624720466e-06,,4.366575295084438e-06,,2.886856067063207e-06,,3.33649538240172e-06,,2.355188602717146e-06,
1449,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,4.109081111429239e-06,,5.625048368401815e-06,,5.644103965052767e-06,,2.1207536653625844e-06,,3.7701362194198504e-06,,2.64448268679923e-06,
1450,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,4.548124397992328e-06,,2.4860240868739355e-06,,3.531917774111194e-06,,3.2199885446023353e-06,,2.698407998717448e-06,,2.8602242954280217e-06,
1451,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,3.448478610114466e-06,,4.528366588242073e-06,,6.264048166197325e-06,,2.3282428466918305e-06,,3.567685565388027e-06,,3.42092540056565e-06,
1452,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,3.9299429009655824e-06,,4.5784587649349704e-06,,3.4423512795666606e-06,,2.020484356737084e-06,,2.4934580372015405e-06,,2.3704445155538206e-06,
1453,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,3.0537616628840258e-06,,3.1500327243902463e-06,,2.7296135491794905e-06,,3.774861067898568e-06,,3.536629492908009e-06,,2.7244742400036787e-06,
1454,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,2.993060839701193e-06,,2.825754906904885e-06,,3.87234296789266e-06,,2.13286163152112e-06,,1.9586329533027742e-06,,2.5391606107944447e-06,
1455,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,3.1085709953879204e-06,,2.858481870392836e-06,,3.945197009482867e-06,,3.0661992654748053e-06,,3.0394950830544743e-06,,3.6471334987262795e-06,
1456,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,2.9940268240381224e-06,,4.07373400727527e-06,,3.810979848917745e-06,,2.6158730833676526e-06,,2.8751987979445855e-06,,2.451073256460648e-06,
1457,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,3.871559733567634e-06,,3.804159441669955e-06,,2.9075410997079076e-06,,3.7376023901693143e-06,,3.188955811799273e-06,,2.9242420993433154e-06,
1458,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,3.106329256838493e-06,,2.533377344780118e-06,,3.6703467856799523e-06,,3.408541727323927e-06,,2.22546059704421e-06,,2.9703973717926944e-06,
1459,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,3.5926848617033113e-06,,3.065616725493177e-06,,4.594326113795321e-06,,2.0039734767521307e-06,,2.973246472612895e-06,,3.6365365539354058e-06,
1460,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,3.55759198729424e-06,,8.465421671240872e-06,,7.928625702644002e-06,,2.316652424705738e-06,,2.5910592524646192e-06,,2.50154493299995e-06,
1461,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,6.053242243499403e-06,,3.917843333035543e-06,,2.6334412939219406e-06,,3.1671274928462252e-06,,3.779036402938721e-06,,3.0332400974513226e-06,
1462,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,4.094930698361324e-06,,2.5335209449963036e-06,,4.7026362245863795e-06,,3.0892480368024097e-06,,2.4343094285740897e-06,,2.727131505385689e-06,
1463,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,6.403868822340996e-06,,3.4953067030823245e-06,,5.850649254221459e-06,,2.206736514725481e-06,,3.339315048327511e-06,,3.770917459398221e-06,
1464,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,3.874962505737845e-06,,2.359249647585706e-06,,2.71624213847106e-06,,3.203814861256001e-06,,3.2929583958477263e-06,,2.8098939891416892e-06,
1465,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,4.973950691900694e-06,,6.3297195576426255e-06,,5.192963918800906e-06,,3.08021797232424e-06,,2.231908693677891e-06,,2.0749103966088298e-06,
1466,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,5.676699683197305e-06,,4.431502860973109e-06,,4.565228611471063e-06,,3.282940942082535e-06,,2.5365018690786513e-06,,2.750849478770816e-06,
1467,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,4.005769260022089e-06,,6.434282946747416e-06,,3.2211646938896937e-06,,3.8413399038333665e-06,,3.6363628462195884e-06,,2.1926370435505826e-06,
1468,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,3.0110035392409566e-06,,2.3417460790727478e-06,,2.434071554161412e-06,,3.017671561643352e-06,,3.1374774459042605e-06,,2.9556193445876973e-06,
1469,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,6.9256776054922214e-06,,7.969989180577002e-06,,6.720754572610122e-06,,2.186907757578002e-06,,2.17522461713007e-06,,2.0244823803617926e-06,
1470,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,5.971952763192585e-06,,4.493733297556311e-06,,4.173255999412883e-06,,2.939181903087301e-06,,2.5485776779584884e-06,,2.357525101987842e-06,
1471,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,4.183915627626987e-06,,6.349839003358115e-06,,4.909564800491298e-06,,3.398080902564553e-06,,2.8590260445331167e-06,,2.5474849331791666e-06,
1472,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,2.1135447198688685e-06,,1.935442632446114e-06,,2.1630572869964393e-06,,5.181172004718978e-06,,5.030051840981177e-06,,4.5031462557734155e-06,
1473,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,7.378817608489331e-06,,4.320742914414983e-06,,6.119675305623847e-06,,4.126045128700589e-06,,2.5569084121688184e-06,,2.7362324487786563e-06,
1474,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,4.167788416913037e-06,,4.872618098115433e-06,,4.604664071461423e-06,,2.5720587464176546e-06,,2.7277664123374246e-06,,2.630143139076356e-06,
1475,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,5.878096406392528e-06,,6.363957700733338e-06,,6.059949128881602e-06,,3.857999237938528e-06,,3.1448667742393145e-06,,3.6075495258140793e-06,
1476,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,3.859713853930109e-06,,2.8175864832556347e-06,,2.8681568846608515e-06,,2.8328706053288356e-06,,2.88571847635135e-06,,2.6722910578665845e-06,
1477,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,3.62361811304549e-06,,6.799831517823567e-06,,7.101639306878121e-06,,2.6854892608212852e-06,,2.4532332476852785e-06,,3.0989766120835197e-06,
1478,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,3.737473552258303e-06,,3.192828504072821e-06,,5.411103733009505e-06,,2.2286293270543337e-06,,1.9717834656566665e-06,,3.0908268979554063e-06,
1479,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,1.832297294563739e-06,,1.7045415217818268e-06,,3.304589679093357e-06,,3.6488049815151534e-06,,4.106782903557907e-06,,3.695259765110268e-06,
1480,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,4.2238180783872e-06,,3.0150626178463002e-06,,2.72152516868539e-06,,2.9460540973862147e-06,,3.0874696741504724e-06,,2.793129847244657e-06,
1481,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,2.5495533495563124e-06,,3.8414952244652456e-06,,3.6735913239082284e-06,,2.5807659829855957e-06,,2.8537742544238406e-06,,2.570606338900482e-06,
1482,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,3.6944792367889367e-06,,3.5868744273776513e-06,,5.430349749447464e-06,,2.658937396067499e-06,,2.258269867219536e-06,,3.1500157097380495e-06,
1483,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,1.7159721703768323e-06,,1.700492830146193e-06,,2.833685811275131e-06,,2.8309509983655383e-06,,3.05912344410872e-06,,3.841484223045587e-06,
1484,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,4.332925714791941e-06,,2.468945338083507e-06,,2.624393452458897e-06,,2.9880623466733406e-06,,3.0996845906405568e-06,,3.036998713520895e-06,
1485,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_piezo,2.778459891777878e-06,,2.5170699106115204e-06,,4.8874201601472205e-06,,1.8586386870574436e-06,,2.7329669792840763e-06,,2.2902520285235896e-06,
1486,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_mic,3.614102707224547e-06,,3.3930430089435423e-06,,5.8402867444324256e-06,,3.017010000393254e-06,,2.376422059970849e-06,,3.6000016699109516e-06,
1487,AJ_JJasmine_JF37CD_piezo_to_Bird_Aspen_DH37_piezo,5.7101656278001504e-06,,2.9039443400432874e-06,,3.034585053226664e-06,,2.417486037145704e-06,,2.317682546843401e-06,,2.944976100562896e-06,
1488,AJ_JJasmine_JF37CD_mic_to_Bird_Aspen_DH37_mic,5.515365723781718e-06,,4.545525094363189e-06,,3.2541179569060735e-06,,2.8969675450706555e-06,,3.0856181490532087e-06,,2.5727451836514218e-06,
